"opportunity_id","sales_agent","product","account","deal_stage","engage_date","close_date","close_value","sale_cycle_duration","manager","regional_office","team_id","series","sales_price","quarter","sales_variance","sales_variance_status"
"1J5Y9X1H","Vicki Laflamme","MG Advanced","Groovestreet","Won","2017-06-17","2017-09-17",3295.0,92,"Celia Rouche","West",2,"MG",3393,3,-98,"Negative Variance"
"6LC0XB2D","Anna Snelling","MG Special","Rundofase","Won","2017-06-18","2017-08-29",61.0,72,"Dustin Brinkmann","Central",3,"MG",55,3,6,"Positive Variance"
"YKC8JUSY","Boris Faz","GTX Plus Pro","Mathtouch","Lost","2017-06-18","2017-07-01",0.0,13,"Rocco Neubert","East",5,"GTX",5482,3,-5482,"Negative Variance"
"PAQTBHVA","Cassey Cress","MG Special","Zathunicon","Won","2017-06-18","2017-09-23",59.0,97,"Rocco Neubert","East",5,"MG",55,3,4,"Positive Variance"
"JRWBU9BS","Daniell Hammack","GTX Pro","Mathtouch","Won","2017-06-18","2017-06-26",3720.0,8,"Rocco Neubert","East",5,"GTX",4821,2,-1101,"Negative Variance"
"DXF00KY4","Darcel Schlecht","MG Advanced","Isdom","Lost","2017-06-18","2017-08-15",0.0,58,"Melvin Marxen","Central",4,"MG",3393,3,-3393,"Negative Variance"
"K6ZDH79M","Darcel Schlecht","GTX Pro","Funholding","Won","2017-06-18","2017-08-16",5088.0,59,"Melvin Marxen","Central",4,"GTX",4821,3,267,"Positive Variance"
"GKL9QV5B","Elease Gluck","GTX Plus Pro","Scotfind","Won","2017-06-18","2017-06-28",6666.0,10,"Celia Rouche","West",2,"GTX",5482,2,1184,"Positive Variance"
"1V3IQVOF","Gladys Colclough","GTX Plus Basic","Ron-tech","Lost","2017-06-18","2017-08-02",0.0,45,"Melvin Marxen","Central",4,"GTX",1096,3,-1096,"Negative Variance"
"BH7EXL5M","Gladys Colclough","GTX Pro","Isdom","Won","2017-06-18","2017-06-23",5115.0,5,"Melvin Marxen","Central",4,"GTX",4821,2,294,"Positive Variance"
"K0HLZM4Q","Jonathan Berthelot","GTX Basic","Stanredtax","Lost","2017-06-18","2017-08-21",0.0,64,"Melvin Marxen","Central",4,"GTX",550,3,-550,"Negative Variance"
"BTNSR87A","Jonathan Berthelot","GTX Plus Basic","Isdom","Won","2017-06-18","2017-07-01",1149.0,13,"Melvin Marxen","Central",4,"GTX",1096,3,53,"Positive Variance"
"L58MN75X","Jonathan Berthelot","GTX Pro","Bioholding","Won","2017-06-18","2017-09-15",5220.0,89,"Melvin Marxen","Central",4,"GTX",4821,3,399,"Positive Variance"
"SWV0JUQJ","Jonathan Berthelot","MG Special","Stanredtax","Won","2017-06-18","2017-06-22",60.0,4,"Melvin Marxen","Central",4,"MG",55,2,5,"Positive Variance"
"910IXBKP","Kami Bicknell","GTX Basic","Lexiqvolax","Won","2017-06-18","2017-06-22",551.0,4,"Summer Sewald","West",6,"GTX",550,2,1,"Positive Variance"
"NTNYA5PE","Markita Hansen","GTX Basic","Cheers","Won","2017-06-18","2017-09-28",505.0,102,"Celia Rouche","West",2,"GTX",550,3,-45,"Negative Variance"
"AHRCT8IP","Marty Freudenburg","GTX Basic","Warephase","Lost","2017-06-18","2017-09-03",0.0,77,"Melvin Marxen","Central",4,"GTX",550,3,-550,"Negative Variance"
"ESH4HX52","Marty Freudenburg","GTX Plus Pro","Globex Corporation","Won","2017-06-18","2017-08-21",5472.0,64,"Melvin Marxen","Central",4,"GTX",5482,3,-10,"Negative Variance"
"P8LGQH9G","Niesha Huffines","GTX Pro","Genco Pura Olive Oil Company","Lost","2017-06-18","2017-06-21",0.0,3,"Melvin Marxen","Central",4,"GTX",4821,2,-4821,"Negative Variance"
"VT1LZKEY","Vicki Laflamme","GTX Basic","Fasehatice","Lost","2017-06-18","2017-08-29",0.0,72,"Celia Rouche","West",2,"GTX",550,3,-550,"Negative Variance"
"0WC2J3UP","Anna Snelling","GTX Basic","Funholding","Lost","2017-06-19","2017-08-28",0.0,70,"Dustin Brinkmann","Central",3,"GTX",550,3,-550,"Negative Variance"
"VWSFZUNS","Anna Snelling","GTX Plus Pro","Hottechi","Won","2017-06-19","2017-08-24",5271.0,66,"Dustin Brinkmann","Central",3,"GTX",5482,3,-211,"Negative Variance"
"F3UB81V7","Boris Faz","MG Special","Bioplex","Won","2017-06-19","2017-08-23",49.0,65,"Rocco Neubert","East",5,"MG",55,3,-6,"Negative Variance"
"SEX08VFB","Cassey Cress","MG Advanced","Opentech","Lost","2017-06-19","2017-06-30",0.0,11,"Rocco Neubert","East",5,"MG",3393,2,-3393,"Negative Variance"
"FLANUQCV","Corliss Cosme","GTX Plus Basic","Initech","Won","2017-06-19","2017-09-21",1236.0,94,"Cara Losch","East",1,"GTX",1096,3,140,"Positive Variance"
"8MKXIQQK","Daniell Hammack","GTX Pro","Zencorporation","Won","2017-06-19","2017-06-21",5388.0,2,"Rocco Neubert","East",5,"GTX",4821,2,567,"Positive Variance"
"NDMY5PPT","Darcel Schlecht","GTX Pro","Conecom","Lost","2017-06-19","2017-08-27",0.0,69,"Melvin Marxen","Central",4,"GTX",4821,3,-4821,"Negative Variance"
"E4H6CBPJ","Darcel Schlecht","GTX Pro","Funholding","Won","2017-06-19","2017-09-26",5449.0,99,"Melvin Marxen","Central",4,"GTX",4821,3,628,"Positive Variance"
"1FAMR9UR","Darcel Schlecht","GTX Pro","Funholding","Won","2017-06-19","2017-06-25",5030.0,6,"Melvin Marxen","Central",4,"GTX",4821,2,209,"Positive Variance"
"SYJKN818","Darcel Schlecht","GTX Pro","Hottechi","Won","2017-06-19","2017-08-22",5195.0,64,"Melvin Marxen","Central",4,"GTX",4821,3,374,"Positive Variance"
"VMTPCY5G","Hayden Neloms","MG Special","Condax","Won","2017-06-19","2017-06-25",55.0,6,"Celia Rouche","West",2,"MG",55,2,0,"Positive Variance"
"CV0BDYMP","Hayden Neloms","MG Special","Fasehatice","Won","2017-06-19","2017-09-29",62.0,102,"Celia Rouche","West",2,"MG",55,3,7,"Positive Variance"
"7DI7A7G7","James Ascencio","GTX Basic","Sunnamplex","Won","2017-06-19","2017-08-19",459.0,61,"Summer Sewald","West",6,"GTX",550,3,-91,"Negative Variance"
"WE7YS7HD","Kami Bicknell","GTX Basic","Y-corporation","Lost","2017-06-19","2017-08-25",0.0,67,"Summer Sewald","West",6,"GTX",550,3,-550,"Negative Variance"
"4DLOXD13","Kami Bicknell","GTX Plus Basic","Y-corporation","Won","2017-06-19","2017-08-07",1097.0,49,"Summer Sewald","West",6,"GTX",1096,3,1,"Positive Variance"
"XN63KZRZ","Kami Bicknell","GTX Plus Pro","Plexzap","Won","2017-06-19","2017-09-29",5033.0,102,"Summer Sewald","West",6,"GTX",5482,3,-449,"Negative Variance"
"WSG25BZ9","Kary Hendrixson","GTX Pro","Blackzim","Won","2017-06-19","2017-09-22",4966.0,95,"Summer Sewald","West",6,"GTX",4821,3,145,"Positive Variance"
"6GL2LRUH","Kary Hendrixson","MG Special","Finjob","Won","2017-06-19","2017-06-24",52.0,5,"Summer Sewald","West",6,"MG",55,2,-3,"Negative Variance"
"K0G1IB3Q","Markita Hansen","MG Special","Doncon","Won","2017-06-19","2017-06-27",54.0,8,"Celia Rouche","West",2,"MG",55,2,-1,"Negative Variance"
"UYJDOT4Q","Maureen Marcano","GTX Plus Pro","Sonron","Won","2017-06-19","2017-09-12",5816.0,85,"Summer Sewald","West",6,"GTX",5482,3,334,"Positive Variance"
"VOSSIXSY","Maureen Marcano","MG Special","Condax","Won","2017-06-19","2017-09-03",53.0,76,"Summer Sewald","West",6,"MG",55,3,-2,"Negative Variance"
"ILUMUKG8","Maureen Marcano","MG Advanced","Plexzap","Won","2017-06-19","2017-08-15",3994.0,57,"Summer Sewald","West",6,"MG",3393,3,601,"Positive Variance"
"DYUWF61W","Moses Frase","GTX Plus Pro","Warephase","Lost","2017-06-19","2017-06-28",0.0,9,"Dustin Brinkmann","Central",3,"GTX",5482,2,-5482,"Negative Variance"
"NUNQGOUW","Moses Frase","MG Special","Statholdings","Won","2017-06-19","2017-09-04",57.0,77,"Dustin Brinkmann","Central",3,"MG",55,3,2,"Positive Variance"
"CKT1GTY2","Reed Clapper","MG Special","Condax","Lost","2017-06-19","2017-07-02",0.0,13,"Rocco Neubert","East",5,"MG",55,3,-55,"Negative Variance"
"FUHP1IXR","Rosalina Dieter","MG Advanced","Scotfind","Won","2017-06-19","2017-08-05",3752.0,47,"Celia Rouche","West",2,"MG",3393,3,359,"Positive Variance"
"TJEEFJG8","Rosie Papadopoulos","GTX Pro","Condax","Won","2017-06-19","2017-09-21",4759.0,94,"Cara Losch","East",1,"GTX",4821,3,-62,"Negative Variance"
"ABRQIWS9","Versie Hillebrand","GTX Basic","Statholdings","Won","2017-06-19","2017-08-24",555.0,66,"Dustin Brinkmann","Central",3,"GTX",550,3,5,"Positive Variance"
"B3K4Z5L0","Violet Mclelland","GTX Basic","Umbrella Corporation","Lost","2017-06-19","2017-06-24",0.0,5,"Cara Losch","East",1,"GTX",550,2,-550,"Negative Variance"
"IVCON5CU","Zane Levy","GTX Plus Basic","Konex","Won","2017-06-19","2017-09-20",1213.0,93,"Summer Sewald","West",6,"GTX",1096,3,117,"Positive Variance"
"RQXFD7FW","Zane Levy","GTX Pro","Sonron","Won","2017-06-19","2017-09-08",4428.0,81,"Summer Sewald","West",6,"GTX",4821,3,-393,"Negative Variance"
"LUP7FYS5","Boris Faz","GTX Plus Pro","Xx-zobam","Lost","2017-06-20","2017-07-02",0.0,12,"Rocco Neubert","East",5,"GTX",5482,3,-5482,"Negative Variance"
"REVQ7DSW","Cassey Cress","GTX Pro","Konex","Lost","2017-06-20","2017-08-08",0.0,49,"Rocco Neubert","East",5,"GTX",4821,3,-4821,"Negative Variance"
"YSNODM63","Cecily Lampkin","GTX Plus Pro","Streethex","Lost","2017-06-20","2017-06-27",0.0,7,"Dustin Brinkmann","Central",3,"GTX",5482,2,-5482,"Negative Variance"
"PN3T4FUG","Corliss Cosme","GTX Basic","Xx-zobam","Lost","2017-06-20","2017-09-21",0.0,93,"Cara Losch","East",1,"GTX",550,3,-550,"Negative Variance"
"AQ3HBL9S","Daniell Hammack","GTX Pro","Iselectrics","Lost","2017-06-20","2017-06-25",0.0,5,"Rocco Neubert","East",5,"GTX",4821,2,-4821,"Negative Variance"
"VE4LZ8F5","Daniell Hammack","MG Special","Kan-code","Won","2017-06-20","2017-08-25",62.0,66,"Rocco Neubert","East",5,"MG",55,3,7,"Positive Variance"
"Q5R1PYJS","Darcel Schlecht","GTX Pro","Bioholding","Lost","2017-06-20","2017-09-11",0.0,83,"Melvin Marxen","Central",4,"GTX",4821,3,-4821,"Negative Variance"
"5AOWZ6AG","Donn Cantrell","MG Advanced","Silis","Won","2017-06-20","2017-08-09",3546.0,50,"Rocco Neubert","East",5,"MG",3393,3,153,"Positive Variance"
"3AIA6RL3","Jonathan Berthelot","GTX Plus Basic","Hottechi","Won","2017-06-20","2017-08-20",1132.0,61,"Melvin Marxen","Central",4,"GTX",1096,3,36,"Positive Variance"
"OXPNURPT","Kami Bicknell","GTX Basic","Cheers","Lost","2017-06-20","2017-08-13",0.0,54,"Summer Sewald","West",6,"GTX",550,3,-550,"Negative Variance"
"9TRVSW35","Maureen Marcano","MG Special","Condax","Won","2017-06-20","2017-08-19",57.0,60,"Summer Sewald","West",6,"MG",55,3,2,"Positive Variance"
"GTH3VIDW","Maureen Marcano","MG Special","Fasehatice","Won","2017-06-20","2017-06-23",61.0,3,"Summer Sewald","West",6,"MG",55,2,6,"Positive Variance"
"WFNKJ2LT","Maureen Marcano","MG Special","Plusstrip","Won","2017-06-20","2017-07-01",57.0,11,"Summer Sewald","West",6,"MG",55,3,2,"Positive Variance"
"P7GCDFU8","Reed Clapper","GTX Basic","Massive Dynamic","Won","2017-06-20","2017-09-14",649.0,86,"Rocco Neubert","East",5,"GTX",550,3,99,"Positive Variance"
"O22J2QPD","Rosie Papadopoulos","GTX Pro","Donware","Lost","2017-06-20","2017-08-15",0.0,56,"Cara Losch","East",1,"GTX",4821,3,-4821,"Negative Variance"
"ACOJBA02","Versie Hillebrand","GTX Plus Pro","Finhigh","Won","2017-06-20","2017-07-01",4813.0,11,"Dustin Brinkmann","Central",3,"GTX",5482,3,-669,"Negative Variance"
"2FGEGLVU","Vicki Laflamme","MG Special","Doncon","Lost","2017-06-20","2017-06-23",0.0,3,"Celia Rouche","West",2,"MG",55,2,-55,"Negative Variance"
"FQB53DQH","Vicki Laflamme","MG Special","Blackzim","Won","2017-06-20","2017-07-01",51.0,11,"Celia Rouche","West",2,"MG",55,3,-4,"Negative Variance"
"1C2V9RAO","Vicki Laflamme","MG Advanced","Goodsilron","Won","2017-06-20","2017-09-13",3241.0,85,"Celia Rouche","West",2,"MG",3393,3,-152,"Negative Variance"
"MNTTYFR6","Violet Mclelland","MG Special","Initech","Lost","2017-06-20","2017-08-04",0.0,45,"Cara Losch","East",1,"MG",55,3,-55,"Negative Variance"
"7FN6LV2E","Violet Mclelland","GTX Basic","Sumace","Won","2017-06-20","2017-09-12",592.0,84,"Cara Losch","East",1,"GTX",550,3,42,"Positive Variance"
"V8I2CE9V","Wilburn Farren","GTX Basic","Zotware","Won","2017-06-20","2017-09-20",506.0,92,"Cara Losch","East",1,"GTX",550,3,-44,"Negative Variance"
"1FXXXLJY","Zane Levy","GTX Basic","Labdrill","Lost","2017-06-20","2017-09-25",0.0,97,"Summer Sewald","West",6,"GTX",550,3,-550,"Negative Variance"
"NYI5VMXK","Anna Snelling","MG Advanced","Codehow","Won","2017-06-21","2017-09-06",3571.0,77,"Dustin Brinkmann","Central",3,"MG",3393,3,178,"Positive Variance"
"OJ1NQRDS","Cassey Cress","GTX Basic","The New York Inquirer","Lost","2017-06-21","2017-08-30",0.0,70,"Rocco Neubert","East",5,"GTX",550,3,-550,"Negative Variance"
"Z9W748SJ","Cassey Cress","MG Special","Iselectrics","Won","2017-06-21","2017-07-03",60.0,12,"Rocco Neubert","East",5,"MG",55,3,5,"Positive Variance"
"LWX9V7HI","Cassey Cress","MG Special","Konex","Won","2017-06-21","2017-09-15",59.0,86,"Rocco Neubert","East",5,"MG",55,3,4,"Positive Variance"
"PAQOPSR0","Corliss Cosme","GTX Basic","Silis","Won","2017-06-21","2017-06-25",551.0,4,"Cara Losch","East",1,"GTX",550,2,1,"Positive Variance"
"AFQG21L7","Darcel Schlecht","GTX Pro","Funholding","Lost","2017-06-21","2017-07-01",0.0,10,"Melvin Marxen","Central",4,"GTX",4821,3,-4821,"Negative Variance"
"RQJKAR7E","Darcel Schlecht","GTX Pro","Isdom","Lost","2017-06-21","2017-07-02",0.0,11,"Melvin Marxen","Central",4,"GTX",4821,3,-4821,"Negative Variance"
"6BV9IARK","Darcel Schlecht","GTX Pro","Isdom","Won","2017-06-21","2017-07-01",4826.0,10,"Melvin Marxen","Central",4,"GTX",4821,3,5,"Positive Variance"
"NTGU3NYS","Elease Gluck","MG Special","Green-Plus","Won","2017-06-21","2017-09-30",58.0,101,"Celia Rouche","West",2,"MG",55,3,3,"Positive Variance"
"3F5AAJZB","Garret Kinder","GTX Pro","Gekko & Co","Won","2017-06-21","2017-06-26",5622.0,5,"Cara Losch","East",1,"GTX",4821,2,801,"Positive Variance"
"RJH0CL3Z","Gladys Colclough","MG Special","Hottechi","Lost","2017-06-21","2017-07-02",0.0,11,"Melvin Marxen","Central",4,"MG",55,3,-55,"Negative Variance"
"EK0KWGQX","Gladys Colclough","MG Advanced","Dontechi","Won","2017-06-21","2017-08-27",3177.0,67,"Melvin Marxen","Central",4,"MG",3393,3,-216,"Negative Variance"
"K33NPCAY","Kami Bicknell","MG Special","Fasehatice","Won","2017-06-21","2017-08-11",56.0,51,"Summer Sewald","West",6,"MG",55,3,1,"Positive Variance"
"1LLRNE8G","Maureen Marcano","GTX Plus Basic","Kan-code","Won","2017-06-21","2017-09-22",990.0,93,"Summer Sewald","West",6,"GTX",1096,3,-106,"Negative Variance"
"EFWND7VS","Niesha Huffines","GTX Basic","Warephase","Won","2017-06-21","2017-09-30",587.0,101,"Melvin Marxen","Central",4,"GTX",550,3,37,"Positive Variance"
"IR2D4ZG5","Rosie Papadopoulos","GTX Plus Pro","Bioplex","Won","2017-06-21","2017-06-27",6229.0,6,"Cara Losch","East",1,"GTX",5482,2,747,"Positive Variance"
"BYBZJBC9","Versie Hillebrand","MG Special","Warephase","Lost","2017-06-21","2017-08-02",0.0,42,"Dustin Brinkmann","Central",3,"MG",55,3,-55,"Negative Variance"
"BO8DSRV7","Vicki Laflamme","GTX Plus Basic","Xx-holding","Won","2017-06-21","2017-09-23",1027.0,94,"Celia Rouche","West",2,"GTX",1096,3,-69,"Negative Variance"
"LD1HNIUL","Vicki Laflamme","MG Advanced","Scotfind","Won","2017-06-21","2017-06-23",3559.0,2,"Celia Rouche","West",2,"MG",3393,2,166,"Positive Variance"
"RX39Z0P1","Zane Levy","GTX Basic","Green-Plus","Won","2017-06-21","2017-08-28",506.0,68,"Summer Sewald","West",6,"GTX",550,3,-44,"Negative Variance"
"PFHUAJ47","Anna Snelling","MG Special","Gogozoom","Lost","2017-06-22","2017-07-03",0.0,11,"Dustin Brinkmann","Central",3,"MG",55,3,-55,"Negative Variance"
"CKJZ86N6","Anna Snelling","MG Advanced","Genco Pura Olive Oil Company","Lost","2017-06-22","2017-08-11",0.0,50,"Dustin Brinkmann","Central",3,"MG",3393,3,-3393,"Negative Variance"
"ASC1OWNE","Anna Snelling","GTX Plus Pro","Stanredtax","Won","2017-06-22","2017-09-12",6250.0,82,"Dustin Brinkmann","Central",3,"GTX",5482,3,768,"Positive Variance"
"WCEPUBH5","Cecily Lampkin","MG Advanced","Hottechi","Won","2017-06-22","2017-09-12",3510.0,82,"Dustin Brinkmann","Central",3,"MG",3393,3,117,"Positive Variance"
"VMIMPP6H","Daniell Hammack","GTX Plus Basic","Umbrella Corporation","Won","2017-06-22","2017-09-11",1078.0,81,"Rocco Neubert","East",5,"GTX",1096,3,-18,"Negative Variance"
"B0XO4WY7","Donn Cantrell","GTX Basic","Massive Dynamic","Won","2017-06-22","2017-07-02",553.0,10,"Rocco Neubert","East",5,"GTX",550,3,3,"Positive Variance"
"VYPIKMKO","Jonathan Berthelot","GTX Basic","Toughzap","Won","2017-06-22","2017-08-27",612.0,66,"Melvin Marxen","Central",4,"GTX",550,3,62,"Positive Variance"
"VCD47XNB","Jonathan Berthelot","GTX Plus Basic","Funholding","Won","2017-06-22","2017-06-26",1033.0,4,"Melvin Marxen","Central",4,"GTX",1096,2,-63,"Negative Variance"
"8QH99OEZ","Jonathan Berthelot","GTX Plus Basic","Inity","Won","2017-06-22","2017-09-13",1051.0,83,"Melvin Marxen","Central",4,"GTX",1096,3,-45,"Negative Variance"
"1DMERFNB","Kary Hendrixson","GTX Basic","Y-corporation","Won","2017-06-22","2017-09-22",628.0,92,"Summer Sewald","West",6,"GTX",550,3,78,"Positive Variance"
"FR8FT0ZX","Markita Hansen","GTX Plus Pro","Green-Plus","Won","2017-06-22","2017-09-04",4916.0,74,"Celia Rouche","West",2,"GTX",5482,3,-566,"Negative Variance"
"DG7LABPD","Marty Freudenburg","MG Advanced","Stanredtax","Won","2017-06-22","2017-09-28",3590.0,98,"Melvin Marxen","Central",4,"MG",3393,3,197,"Positive Variance"
"ZMYUFTS9","Moses Frase","MG Advanced","Domzoom","Won","2017-06-22","2017-08-16",3207.0,55,"Dustin Brinkmann","Central",3,"MG",3393,3,-186,"Negative Variance"
"P60EK5NN","Moses Frase","MG Advanced","Zumgoity","Won","2017-06-22","2017-09-21",2739.0,91,"Dustin Brinkmann","Central",3,"MG",3393,3,-654,"Negative Variance"
"YRYMSUE3","Niesha Huffines","GTX Basic","Gogozoom","Won","2017-06-22","2017-07-03",557.0,11,"Melvin Marxen","Central",4,"GTX",550,3,7,"Positive Variance"
"UZOTC90C","Reed Clapper","GTX Pro","Yearin","Won","2017-06-22","2017-06-30",5302.0,8,"Rocco Neubert","East",5,"GTX",4821,2,481,"Positive Variance"
"5AAN00N1","Versie Hillebrand","MG Special","Domzoom","Lost","2017-06-22","2017-08-26",0.0,65,"Dustin Brinkmann","Central",3,"MG",55,3,-55,"Negative Variance"
"JFHKBG40","Versie Hillebrand","MG Advanced","Zumgoity","Won","2017-06-22","2017-07-01",3465.0,9,"Dustin Brinkmann","Central",3,"MG",3393,3,72,"Positive Variance"
"RJD0D0GD","Zane Levy","GTX Pro","Zoomit","Won","2017-06-22","2017-09-06",4356.0,76,"Summer Sewald","West",6,"GTX",4821,3,-465,"Negative Variance"
"L9IXFTIL","Boris Faz","GTX Pro","Gekko & Co","Won","2017-06-23","2017-09-21",5301.0,90,"Rocco Neubert","East",5,"GTX",4821,3,480,"Positive Variance"
"HPBCTTV3","Cecily Lampkin","MG Advanced","Rangreen","Lost","2017-06-23","2017-07-04",0.0,11,"Dustin Brinkmann","Central",3,"MG",3393,3,-3393,"Negative Variance"
"48FB5MD2","Cecily Lampkin","MG Special","Treequote","Won","2017-06-23","2017-07-05",66.0,12,"Dustin Brinkmann","Central",3,"MG",55,3,11,"Positive Variance"
"EJZM1INM","Corliss Cosme","GTX Basic","Vehement Capital Partners","Lost","2017-06-23","2017-07-03",0.0,10,"Cara Losch","East",1,"GTX",550,3,-550,"Negative Variance"
"FKNT3I12","Corliss Cosme","GTX Pro","Acme Corporation","Lost","2017-06-23","2017-07-01",0.0,8,"Cara Losch","East",1,"GTX",4821,3,-4821,"Negative Variance"
"BLY5FD3N","Corliss Cosme","GTX Plus Pro","Iselectrics","Won","2017-06-23","2017-07-01",5640.0,8,"Cara Losch","East",1,"GTX",5482,3,158,"Positive Variance"
"LXLU6LFC","Daniell Hammack","MG Advanced","Kinnamplus","Lost","2017-06-23","2017-08-30",0.0,68,"Rocco Neubert","East",5,"MG",3393,3,-3393,"Negative Variance"
"A60QAIT3","Daniell Hammack","GTX Plus Basic","Kan-code","Won","2017-06-23","2017-09-28",1291.0,97,"Rocco Neubert","East",5,"GTX",1096,3,195,"Positive Variance"
"RQ3BV2I5","Daniell Hammack","GTX Pro","Mathtouch","Won","2017-06-23","2017-09-27",3729.0,96,"Rocco Neubert","East",5,"GTX",4821,3,-1092,"Negative Variance"
"W8CSV90F","Darcel Schlecht","GTX Pro","Treequote","Lost","2017-06-23","2017-08-23",0.0,61,"Melvin Marxen","Central",4,"GTX",4821,3,-4821,"Negative Variance"
"0W6S0ODT","Gladys Colclough","MG Special","Conecom","Won","2017-06-23","2017-07-03",49.0,10,"Melvin Marxen","Central",4,"MG",55,3,-6,"Negative Variance"
"408AHOYL","Hayden Neloms","MG Advanced","Singletechno","Lost","2017-06-23","2017-07-03",0.0,10,"Celia Rouche","West",2,"MG",3393,3,-3393,"Negative Variance"
"557JX4BM","Hayden Neloms","GTX Plus Basic","Plusstrip","Won","2017-06-23","2017-09-12",1099.0,81,"Celia Rouche","West",2,"GTX",1096,3,3,"Positive Variance"
"QPZFP9WT","Kary Hendrixson","GTX Pro","Labdrill","Lost","2017-06-23","2017-07-04",0.0,11,"Summer Sewald","West",6,"GTX",4821,3,-4821,"Negative Variance"
"L5T284M7","Lajuana Vencill","MG Advanced","Condax","Lost","2017-06-23","2017-07-03",0.0,10,"Dustin Brinkmann","Central",3,"MG",3393,3,-3393,"Negative Variance"
"G17TENJ4","Marty Freudenburg","MG Advanced","Konmatfix","Lost","2017-06-23","2017-09-22",0.0,91,"Melvin Marxen","Central",4,"MG",3393,3,-3393,"Negative Variance"
"VRSTX620","Niesha Huffines","GTX Plus Basic","Condax","Won","2017-06-23","2017-07-02",932.0,9,"Melvin Marxen","Central",4,"GTX",1096,3,-164,"Negative Variance"
"Y9VWZ93C","Reed Clapper","GTX Basic","Silis","Lost","2017-06-23","2017-07-01",0.0,8,"Rocco Neubert","East",5,"GTX",550,3,-550,"Negative Variance"
"Y6IIUECA","Reed Clapper","GTX Plus Basic","Donquadtech","Won","2017-06-23","2017-07-04",880.0,11,"Rocco Neubert","East",5,"GTX",1096,3,-216,"Negative Variance"
"LXWQDEU3","Reed Clapper","GTX Pro","Ganjaflex","Won","2017-06-23","2017-09-18",4801.0,87,"Rocco Neubert","East",5,"GTX",4821,3,-20,"Negative Variance"
"P1E4KWF7","Rosie Papadopoulos","MG Special","Konex","Won","2017-06-23","2017-07-01",59.0,8,"Cara Losch","East",1,"MG",55,3,4,"Positive Variance"
"BN84DD6H","Versie Hillebrand","MG Special","Finhigh","Lost","2017-06-23","2017-07-05",0.0,12,"Dustin Brinkmann","Central",3,"MG",55,3,-55,"Negative Variance"
"R8MZ10BW","Versie Hillebrand","MG Special","Ron-tech","Won","2017-06-23","2017-09-29",52.0,98,"Dustin Brinkmann","Central",3,"MG",55,3,-3,"Negative Variance"
"PI8RROK0","Versie Hillebrand","MG Advanced","Stanredtax","Won","2017-06-23","2017-09-21",2949.0,90,"Dustin Brinkmann","Central",3,"MG",3393,3,-444,"Negative Variance"
"GID40O2B","Vicki Laflamme","GTX Pro","Doncon","Lost","2017-06-23","2017-07-06",0.0,13,"Celia Rouche","West",2,"GTX",4821,3,-4821,"Negative Variance"
"KDRIBXNQ","Violet Mclelland","MG Special","Konex","Won","2017-06-23","2017-08-15",50.0,53,"Cara Losch","East",1,"MG",55,3,-5,"Negative Variance"
"TCK6V290","Violet Mclelland","MG Advanced","Plussunin","Won","2017-06-23","2017-06-30",3863.0,7,"Cara Losch","East",1,"MG",3393,2,470,"Positive Variance"
"VFZ5GB3W","Zane Levy","GTX Basic","Golddex","Lost","2017-06-23","2017-07-04",0.0,11,"Summer Sewald","West",6,"GTX",550,3,-550,"Negative Variance"
"UKSS5YPE","Anna Snelling","MG Special","Stanredtax","Won","2017-06-24","2017-07-02",64.0,8,"Dustin Brinkmann","Central",3,"MG",55,3,9,"Positive Variance"
"RDDUG8VD","Corliss Cosme","GTX Plus Basic","Umbrella Corporation","Lost","2017-06-24","2017-07-03",0.0,9,"Cara Losch","East",1,"GTX",1096,3,-1096,"Negative Variance"
"Z3QJESWJ","Corliss Cosme","GTX Plus Pro","Kinnamplus","Won","2017-06-24","2017-08-22",5038.0,59,"Cara Losch","East",1,"GTX",5482,3,-444,"Negative Variance"
"PYIQ65W0","Corliss Cosme","GTX Pro","Zotware","Won","2017-06-24","2017-07-02",5088.0,8,"Cara Losch","East",1,"GTX",4821,3,267,"Positive Variance"
"RGRUF328","Gladys Colclough","MG Special","Statholdings","Won","2017-06-24","2017-08-14",48.0,51,"Melvin Marxen","Central",4,"MG",55,3,-7,"Negative Variance"
"TLSSOOVB","Hayden Neloms","GTX Plus Basic","Dalttechnology","Lost","2017-06-24","2017-07-04",0.0,10,"Celia Rouche","West",2,"GTX",1096,3,-1096,"Negative Variance"
"2YBEN3MV","Kary Hendrixson","GTX Plus Basic","Green-Plus","Lost","2017-06-24","2017-09-08",0.0,76,"Summer Sewald","West",6,"GTX",1096,3,-1096,"Negative Variance"
"EFA9E6WV","Kary Hendrixson","GTX Plus Pro","Lexiqvolax","Won","2017-06-24","2017-09-30",5056.0,98,"Summer Sewald","West",6,"GTX",5482,3,-426,"Negative Variance"
"YTSX7IW3","Markita Hansen","MG Special","Blackzim","Won","2017-06-24","2017-07-02",59.0,8,"Celia Rouche","West",2,"MG",55,3,4,"Positive Variance"
"86DMJ7GA","Maureen Marcano","GTX Plus Basic","Cheers","Lost","2017-06-24","2017-08-20",0.0,57,"Summer Sewald","West",6,"GTX",1096,3,-1096,"Negative Variance"
"CMD0758L","Maureen Marcano","GTX Basic","Faxquote","Won","2017-06-24","2017-08-21",562.0,58,"Summer Sewald","West",6,"GTX",550,3,12,"Positive Variance"
